"Местное время в Толмачёво / им. А. И. Покрышкина (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"01.08.2018 01:30";"10.0";"749.4";"759.0";"88";"Ветер, дующий с запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"01.08.2018 01:00";"10.0";"749.4";"759.0";"88";"Ветер, дующий с запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"01.08.2018 00:30";"10.0";"749.4";"759.0";"88";"Ветер, дующий с запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"01.08.2018 00:00";"11.0";"749.5";"759.0";"82";"Ветер, дующий с западо-юго-запада";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"31.07.2018 23:30";"11.0";"749.5";"759.0";"82";"Ветер, дующий с западо-юго-запада";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"31.07.2018 23:00";"13.0";"749.5";"759.0";"72";"Ветер, дующий с западо-юго-запада";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"31.07.2018 22:30";"13.0";"749.5";"759.0";"77";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"31.07.2018 22:00";"14.0";"749.6";"759.0";"72";"Штиль, безветрие";"0";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"31.07.2018 21:30";"16.0";"749.6";"759.0";"63";"Ветер, дующий с северо-запада";"1";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"31.07.2018 21:00";"17.0";"749.7";"759.0";"64";"Ветер, дующий с северо-северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"31.07.2018 20:30";"18.0";"749.7";"759.0";"64";"Ветер, дующий с северо-северо-запада";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"11.0";
"31.07.2018 20:00";"18.0";"749.7";"759.0";"60";"Ветер, дующий с северо-северо-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"31.07.2018 19:30";"19.0";"749.7";"759.0";"49";"Ветер, дующий с севера";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"31.07.2018 19:00";"19.0";"749.7";"759.0";"49";"Ветер, дующий с северо-северо-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"31.07.2018 18:30";"20.0";"749.8";"759.0";"46";"Ветер, дующий с севера";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"31.07.2018 18:00";"20.0";"750.5";"759.7";"49";"Ветер, дующий с севера";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"31.07.2018 17:30";"20.0";"750.5";"759.7";"46";"Ветер, дующий с северо-северо-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"31.07.2018 17:00";"20.0";"750.5";"759.7";"46";"Ветер, дующий с севера";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"31.07.2018 16:30";"20.0";"750.5";"759.7";"46";"Ветер, дующий с северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"31.07.2018 16:00";"19.0";"750.4";"759.7";"52";"Ветер, дующий с северо-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"31.07.2018 15:30";"19.0";"751.2";"760.5";"56";"Ветер, дующий с севера";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"10.0";
"31.07.2018 15:00";"19.0";"751.2";"760.5";"49";"Ветер, дующий с северо-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"31.07.2018 14:30";"18.0";"751.2";"760.5";"49";"Ветер, дующий с северо-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"7.0";
"31.07.2018 14:00";"18.0";"751.2";"760.5";"56";"Ветер, дующий с северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"31.07.2018 13:30";"17.0";"751.2";"760.5";"52";"Ветер, дующий с северо-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"7.0";
"31.07.2018 13:00";"17.0";"751.8";"761.2";"56";"Ветер, дующий с севера";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"31.07.2018 12:30";"17.0";"751.8";"761.2";"59";"Ветер, дующий с севера";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"31.07.2018 12:00";"16.0";"751.8";"761.2";"59";"Ветер, дующий с северо-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"31.07.2018 11:30";"16.0";"752.6";"762.0";"55";"Ветер, дующий с северо-северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"7.0";
"31.07.2018 11:00";"15.0";"752.6";"762.0";"63";"Ветер, дующий с северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"31.07.2018 10:30";"15.0";"752.6";"762.0";"59";"Ветер, дующий с востоко-северо-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"7.0";
"31.07.2018 10:00";"14.0";"752.5";"762.0";"67";"Ветер, дующий с северо-востока";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"31.07.2018 09:30";"13.0";"752.5";"762.0";"72";"Ветер, дующий с северо-востока";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"31.07.2018 09:00";"13.0";"752.5";"762.0";"72";"Ветер, дующий с северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"31.07.2018 08:30";"11.0";"753.2";"762.8";"82";"Ветер, дующий с севера";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"31.07.2018 08:00";"10.0";"753.2";"762.8";"88";"Ветер, дующий с севера";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"31.07.2018 07:30";"9.0";"753.2";"762.8";"94";"Ветер, дующий с севера";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"31.07.2018 07:00";"8.0";"753.1";"762.8";"93";"Ветер, дующий с севера";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"7.0";
"31.07.2018 06:30";"6.0";"753.1";"762.8";"100";"Ветер, дующий с севера";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"6.0";
"31.07.2018 06:00";"6.0";"753.1";"762.8";"93";"Ветер, дующий с севера";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"5.0";
"31.07.2018 05:30";"6.0";"753.1";"762.8";"93";"Ветер, дующий с севера";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"5.0";
"31.07.2018 05:00";"7.0";"753.1";"762.8";"93";"Ветер, дующий с севера";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"6.0";
"31.07.2018 04:30";"7.0";"753.1";"762.8";"100";"Ветер, дующий с севера";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"7.0";
"31.07.2018 04:00";"8.0";"753.1";"762.8";"93";"Ветер, дующий с севера";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"7.0";
"31.07.2018 03:30";"8.0";"753.1";"762.8";"93";"Ветер, дующий с севера";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"7.0";
"31.07.2018 03:00";"8.0";"753.1";"762.8";"93";"Ветер, дующий с севера";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"7.0";
"31.07.2018 02:30";"9.0";"753.2";"762.8";"94";"Ветер, дующий с севера";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"31.07.2018 02:00";"10.0";"753.2";"762.8";"88";"Ветер, дующий с севера";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"31.07.2018 01:30";"10.0";"753.2";"762.8";"88";"Ветер, дующий с северо-северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"31.07.2018 01:00";"11.0";"753.2";"762.8";"82";"Ветер, дующий с северо-северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"31.07.2018 00:30";"11.0";"753.2";"762.8";"88";"Ветер, дующий с северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"31.07.2018 00:00";"11.0";"753.2";"762.8";"88";"Ветер, дующий с северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"30.07.2018 23:30";"11.0";"753.9";"763.5";"88";"Ветер, дующий с северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"30.07.2018 23:00";"11.0";"753.9";"763.5";"88";"Ветер, дующий с северо-северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"30.07.2018 22:30";"11.0";"753.9";"763.5";"88";"Ветер, дующий с северо-северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"30.07.2018 22:00";"12.0";"753.3";"762.8";"82";"Ветер, дующий с северо-северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"30.07.2018 21:30";"13.0";"753.3";"762.8";"77";"Ветер, дующий с северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"30.07.2018 21:00";"13.0";"753.3";"762.8";"77";"Ветер, дующий с северо-востока";"2";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"30.07.2018 20:30";"14.0";"753.3";"762.8";"72";"Ветер, дующий с северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
"30.07.2018 20:00";"15.0";"753.4";"762.8";"68";"Ветер, дующий с северо-востока";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"9.0";
